000000054 351   L $$cFile Record
000000054 24510 H $$aתצלומים - רקדן לא ידוע
000000054 BAS   L $$aVIS
000000054 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000054 OWN   L $$aNNL
000000054 STA   L $$aSUPPRESSED
000000055 FMT   L MX
000000055 LDR   L 00000npc^a22^^^^^^^^4500
000000055 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000055 911   L $$aPShKo-DNC-LDNBG-052$$cאוסף שוש קורמוש
000000055 351   L $$cFile Record
000000055 24510 H $$aתצלומים - להקת המחול, יצירה לא ידועה
000000055 BAS   L $$aVIS
000000055 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000055 OWN   L $$aNNL
000000055 STA   L $$aSUPPRESSED
000000056 FMT   L MX
000000056 LDR   L 00000npc^a22^^^^^^^^4500
000000056 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000056 911   L $$aPShKo-DNC-LDNBG-053$$cאוסף שוש קורמוש
000000056 351   L $$cFile Record
000000056 24510 H $$aתצלומים - להקת המחול, יצירה לא ידועה
000000056 BAS   L $$aVIS
000000056 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000056 OWN   L $$aNNL
000000056 STA   L $$aSUPPRESSED
000000057 FMT   L MX
000000057 LDR   L 00000npc^a22^^^^^^^^4500
000000057 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000057 911   L $$aPShKo-DNC-LDNBG-054$$cאוסף שוש קורמוש
000000057 351   L $$cFile Record
000000057 24510 H $$aתצלומים - להקת המחול, יצירה לא ידועה
000000057 BAS   L $$aVIS
000000057 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000057 OWN   L $$aNNL
000000057 STA   L $$aSUPPRESSED
000000058 FMT   L MX
000000058 LDR   L 00000npc^a22^^^^^^^^4500
000000058 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000058 911   L $$aPShKo-DNC-LDNBG-055$$cאוסף שוש קורמוש
000000058 351   L $$cFile Record
000000058 24510 H $$aתצלומים - להקת המחול, יצירה לא ידועה
000000058 BAS   L $$aVIS
000000058 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000058 OWN   L $$aNNL
000000058 STA   L $$aSUPPRESSED
000000059 FMT   L MX
000000059 LDR   L 00000npc^a22^^^^^^^^4500
000000059 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000059 911   L $$aPShKo-DNC-LDNBG-056$$cאוסף שוש קורמוש
000000059 351   L $$cFile Record
000000059 24510 H $$aתצלומים - רקדניות לא ידועות; תצלומי חלל
000000059 BAS   L $$aVIS
000000059 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000059 OWN   L $$aNNL
000000059 STA   L $$aSUPPRESSED
000000060 FMT   L MX
000000060 LDR   L 00000npc^a22^^^^^^^^4500
000000060 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000060 911   L $$aPShKo-DNC-LDNBG-057$$cאוסף שוש קורמוש
000000060 351   L $$cFile Record
000000060 24510 H $$aתצלומים - להקת המחול, יצירה לא ידועה
000000060 BAS   L $$aVIS
000000060 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000060 OWN   L $$aNNL
000000060 STA   L $$aSUPPRESSED
000000061 FMT   L MX
000000061 LDR   L 00000npc^a22^^^^^^^^4500
000000061 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000061 911   L $$aPShKo-DNC-LDNBG-058$$cאוסף שוש קורמוש
000000061 351   L $$cFile Record
000000061 24510 H $$aתצלומים - להקת המחול, יצירה לא ידועה
000000061 BAS   L $$aVIS
000000061 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000061 OWN   L $$aNNL
000000061 STA   L $$aSUPPRESSED
000000062 FMT   L MX
000000062 LDR   L 00000npc^a22^^^^^^^^4500
000000062 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000062 911   L $$aPShKo-DNC-LDNBG-059$$cאוסף שוש קורמוש
000000062 351   L $$cFile Record
000000062 24510 H $$aתצלומים - להקת המחול, יצירה לא ידועה
000000062 BAS   L $$aVIS
000000062 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000062 OWN   L $$aNNL
000000062 STA   L $$aSUPPRESSED
000000063 FMT   L MX
000000063 LDR   L 00000npc^a22^^^^^^^^4500
000000063 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000063 911   L $$aPShKo-DNC-LDNBG-060$$cאוסף שוש קורמוש
000000063 351   L $$cFile Record
000000063 24510 H $$aתצלומים - רקדנית לא ידועה
000000063 BAS   L $$aVIS
000000063 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000063 OWN   L $$aNNL
000000063 STA   L $$aSUPPRESSED
000000064 FMT   L MX
000000064 LDR   L 00000npc^a22^^^^^^^^4500
000000064 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000064 911   L $$aPShKo-DNC-LDNBG-061$$cאוסף שוש קורמוש
000000064 351   L $$cFile Record
000000064 24510 H $$aתצלומים - להקת המחול, יצירה לא ידועה
000000064 BAS   L $$aVIS
000000064 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000064 OWN   L $$aNNL
000000064 STA   L $$aSUPPRESSED
000000065 FMT   L MX
000000065 LDR   L 00000npc^a22^^^^^^^^4500
000000065 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000065 911   L $$aPShKo-DNC-LDNBG-062$$cאוסף שוש קורמוש
000000065 351   L $$cFile Record
000000065 24510 H $$aתצלומים - להקת המחול, יצירה לא ידועה
000000065 BAS   L $$aVIS
000000065 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000065 OWN   L $$aNNL
000000065 STA   L $$aSUPPRESSED
000000066 FMT   L MX
000000066 LDR   L 00000npc^a22^^^^^^^^4500
000000066 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000066 911   L $$aPShKo-DNC-LDNBG-063$$cאוסף שוש קורמוש
000000066 351   L $$cFile Record
000000066 24510 H $$aתצלומים - להקת המחול, יצירה לא ידועה
000000066 BAS   L $$aVIS
000000066 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000066 OWN   L $$aNNL
000000066 STA   L $$aSUPPRESSED
000000067 FMT   L MX
000000067 LDR   L 00000npc^a22^^^^^^^^4500
000000067 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000067 911   L $$aPShKo-DNC-LDNBG-064$$cאוסף שוש קורמוש
000000067 351   L $$cFile Record
000000067 24510 H $$aתצלומים - להקת המחול, יצירה לא ידועה
000000067 BAS   L $$aVIS
000000067 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000067 OWN   L $$aNNL
000000067 STA   L $$aSUPPRESSED
000000068 FMT   L MX
000000068 LDR   L 00000npc^a22^^^^^^^^4500
000000068 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000068 911   L $$aPShKo-DNC-LDNBG-065$$cאוסף שוש קורמוש
000000068 351   L $$cFile Record
000000068 24510 H $$aתצלומים - להקת המחול, יצירה לא ידועה
000000068 BAS   L $$aVIS
000000068 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000068 OWN   L $$aNNL
000000068 STA   L $$aSUPPRESSED
000000069 FMT   L MX
000000069 LDR   L 00000npc^a22^^^^^^^^4500
000000069 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000069 911   L $$aPShKo-DNC-LDNBG-066$$cאוסף שוש קורמוש
000000069 351   L $$cFile Record
000000069 24510 H $$aתצלומים - להקת המחול, יצירה לא ידועה
000000069 BAS   L $$aVIS
000000069 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000069 OWN   L $$aNNL
000000069 STA   L $$aSUPPRESSED
000000070 FMT   L MX
000000070 LDR   L 00000npc^a22^^^^^^^^4500
000000070 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000070 911   L $$aPShKo-DNC-LDNBG-067$$cאוסף שוש קורמוש
000000070 351   L $$cFile Record
000000070 24510 H $$aתצלומים - מחול במעגל, יצירה לא ידועה
000000070 BAS   L $$aVIS
000000070 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000070 OWN   L $$aNNL
000000070 STA   L $$aSUPPRESSED
000000071 FMT   L MX
000000071 LDR   L 00000npc^a22^^^^^^^^4500
000000071 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000071 911   L $$aPShKo-DNC-LDNBG-068$$cאוסף שוש קורמוש
000000071 351   L $$cFile Record
000000071 24510 H $$aתצלומים - להקת המחול, יצירה לא ידועה
000000071 BAS   L $$aVIS
000000071 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000071 OWN   L $$aNNL
000000071 STA   L $$aSUPPRESSED
000000072 FMT   L MX
000000072 LDR   L 00000npc^a22^^^^^^^^4500
000000072 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000072 911   L $$aPShKo-DNC-LDNBG-069$$cאוסף שוש קורמוש
000000072 351   L $$cFile Record
000000072 24510 H $$aתצלומים - להקת המחול, יצירה לא ידועה
000000072 BAS   L $$aVIS
000000072 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000072 OWN   L $$aNNL
000000072 STA   L $$aSUPPRESSED
000000073 FMT   L MX
000000073 LDR   L 00000npc^a22^^^^^^^^4500
000000073 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000073 911   L $$aPShKo-DNC-LDNBG-070$$cאוסף שוש קורמוש
000000073 351   L $$cFile Record
000000073 24510 H $$aתצלומים - שלוש רקדניות, יצירה לא ידועה
000000073 BAS   L $$aVIS
000000073 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000073 OWN   L $$aNNL
000000073 STA   L $$aSUPPRESSED
000000074 FMT   L MX
000000074 LDR   L 00000npc^a22^^^^^^^^4500
000000074 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000074 911   L $$aPShKo-DNC-LDNBG-071$$cאוסף שוש קורמוש
000000074 351   L $$cFile Record
000000074 24510 H $$aתצלומים - מחול במעגל, יצירה לא ידועה
000000074 BAS   L $$aVIS
000000074 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000074 OWN   L $$aNNL
000000074 STA   L $$aSUPPRESSED
000000075 FMT   L MX
000000075 LDR   L 00000npc^a22^^^^^^^^4500
000000075 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000075 911   L $$aPShKo-DNC-LDNBG-072$$cאוסף שוש קורמוש
000000075 351   L $$cFile Record
000000075 24510 H $$aתצלומים - להקת המחול, יצירה לא ידועה
000000075 BAS   L $$aVIS
000000075 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000075 OWN   L $$aNNL
000000075 STA   L $$aSUPPRESSED
000000076 FMT   L MX
000000076 LDR   L 00000npc^a22^^^^^^^^4500
000000076 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000076 911   L $$aPShKo-DNC-LDNBG-073$$cאוסף שוש קורמוש
000000076 351   L $$cFile Record
000000076 24510 H $$aתצלומים - להקת המחול, יצירה לא ידועה
000000076 BAS   L $$aVIS
000000076 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000076 OWN   L $$aNNL
000000076 STA   L $$aSUPPRESSED
000000077 FMT   L MX
000000077 LDR   L 00000npc^a22^^^^^^^^4500
000000077 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000077 911   L $$aPShKo-DNC-LDNBG-074$$cאוסף שוש קורמוש
000000077 351   L $$cFile Record
000000077 24510 H $$aתצלומים - מחול במעגל, יצירה לא ידועה
000000077 BAS   L $$aVIS
000000077 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000077 OWN   L $$aNNL
000000077 STA   L $$aSUPPRESSED
000000078 FMT   L MX
000000078 LDR   L 00000npc^a22^^^^^^^^4500
000000078 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000078 911   L $$aPShKo-DNC-LDNBG-075$$cאוסף שוש קורמוש
000000078 351   L $$cFile Record
000000078 24510 H $$aקונטקט תצלומים - יצירה לא ידועה
000000078 BAS   L $$aVIS
000000078 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000078 OWN   L $$aNNL
000000078 STA   L $$aSUPPRESSED
000000079 FMT   L MX
000000079 LDR   L 00000npc^a22^^^^^^^^4500
000000079 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000079 911   L $$aPShKo-DNC-IDO$$cאוסף שוש קורמוש
000000079 351   L $$cSeries Record
000000079 24510 H $$aתצלומים - עידו תדמור, 1991
000000079 BAS   L $$aVIS
000000079 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000079 OWN   L $$aNNL
000000079 STA   L $$aSUPPRESSED
000000080 FMT   L MX
000000080 LDR   L 00000npc^a22^^^^^^^^4500
000000080 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000080 911   L $$aPShKo-DNC-IDO-001$$cאוסף שוש קורמוש
000000080 351   L $$cFile Record
000000080 24510 H $$aקופסת תצלומים ותשלילים - עידו תדמור
000000080 BAS   L $$aVIS
000000080 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000080 OWN   L $$aNNL
000000080 STA   L $$aSUPPRESSED
000000081 FMT   L MX
000000081 LDR   L 00000npc^a22^^^^^^^^4500
000000081 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000081 911   L $$aPShKo-DNC-IDO-002$$cאוסף שוש קורמוש
000000081 351   L $$cFile Record
000000081 24510 H $$aתצלומים - עידו תדמור, יצירה לא ידועה
000000081 BAS   L $$aVIS
000000081 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000081 OWN   L $$aNNL
000000081 STA   L $$aSUPPRESSED
000000082 FMT   L MX
000000082 LDR   L 00000npc^a22^^^^^^^^4500
000000082 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000082 911   L $$aPShKo-DNC-IDO-003$$cאוסף שוש קורמוש
000000082 351   L $$cFile Record
000000082 24510 H $$aתצלומים - עידו תדמור, יצירה לא ידועה
000000082 BAS   L $$aVIS
000000082 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000082 OWN   L $$aNNL
000000082 STA   L $$aSUPPRESSED
000000083 FMT   L MX
000000083 LDR   L 00000npc^a22^^^^^^^^4500
000000083 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000083 911   L $$aPShKo-DNC-IDO-004$$cאוסף שוש קורמוש
000000083 351   L $$cFile Record
000000083 24510 H $$aתצלומים - עידו תדמור, יצירה לא ידועה
000000083 BAS   L $$aVIS
000000083 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000083 OWN   L $$aNNL
000000083 STA   L $$aSUPPRESSED
000000084 FMT   L MX
000000084 LDR   L 00000npc^a22^^^^^^^^4500
000000084 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000084 911   L $$aPShKo-DNC-IDO-005$$cאוסף שוש קורמוש
000000084 351   L $$cFile Record
000000084 24510 H $$aתצלומים - עידו תדמור, יצירה לא ידועה
000000084 BAS   L $$aVIS
000000084 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000084 OWN   L $$aNNL
000000084 STA   L $$aSUPPRESSED
000000085 FMT   L MX
000000085 LDR   L 00000npc^a22^^^^^^^^4500
000000085 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000085 911   L $$aPShKo-DNC-IDO-006$$cאוסף שוש קורמוש
000000085 351   L $$cFile Record
000000085 24510 H $$aתצלומים - עידו תדמור, יצירה לא ידועה
000000085 BAS   L $$aVIS
000000085 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000085 OWN   L $$aNNL
000000085 STA   L $$aSUPPRESSED
000000086 FMT   L MX
000000086 LDR   L 00000npc^a22^^^^^^^^4500
000000086 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000086 911   L $$aPShKo-DNC-IDO-007$$cאוסף שוש קורמוש
000000086 351   L $$cFile Record
000000086 24510 H $$aתצלומים - עידו תדמור, יצירה לא ידועה
000000086 BAS   L $$aVIS
000000086 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000086 OWN   L $$aNNL
000000086 STA   L $$aSUPPRESSED
000000087 FMT   L MX
000000087 LDR   L 00000npc^a22^^^^^^^^4500
000000087 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000087 911   L $$aPShKo-DNC-IDO-008$$cאוסף שוש קורמוש
000000087 351   L $$cFile Record
000000087 24510 H $$aתצלומים - עידו תדמור, יצירה לא ידועה
000000087 BAS   L $$aVIS
000000087 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000087 OWN   L $$aNNL
000000087 STA   L $$aSUPPRESSED
000000088 FMT   L MX
000000088 LDR   L 00000npc^a22^^^^^^^^4500
000000088 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000088 911   L $$aPShKo-DNC-IDO-009$$cאוסף שוש קורמוש
000000088 351   L $$cFile Record
000000088 24510 H $$aדף קונטקט - עידו ותדמור, רקדנים לא ידועים
000000088 BAS   L $$aVIS
000000088 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000088 OWN   L $$aNNL
000000088 STA   L $$aSUPPRESSED
000000089 FMT   L MX
000000089 LDR   L 00000npc^a22^^^^^^^^4500
000000089 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000089 911   L $$aPShKo-DNC-IDO-010$$cאוסף שוש קורמוש
000000089 351   L $$cFile Record
000000089 24510 H $$aתצלומים - עידו תדמור רוקד בסטודיו
000000089 BAS   L $$aVIS
000000089 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000089 OWN   L $$aNNL
000000089 STA   L $$aSUPPRESSED
000000090 FMT   L MX
000000090 LDR   L 00000npc^a22^^^^^^^^4500
000000090 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000090 911   L $$aPShKo-DNC-IDO-011$$cאוסף שוש קורמוש
000000090 351   L $$cFile Record
000000090 24510 H $$aתצלומים - עידו תדמור; רקדנים לא ידועים
000000090 BAS   L $$aVIS
000000090 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000090 OWN   L $$aNNL
000000090 STA   L $$aSUPPRESSED
000000091 FMT   L MX
000000091 LDR   L 00000npc^a22^^^^^^^^4500
000000091 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000091 911   L $$aPShKo-DNC-GVA$$cאוסף שוש קורמוש
000000091 351   L $$cSeries Record
000000091 24510 H $$aתצלומים - תחרות 'גוונים במחול', סוזן דלל
000000091 BAS   L $$aVIS
000000091 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000091 OWN   L $$aNNL
000000091 STA   L $$aSUPPRESSED
000000092 FMT   L MX
000000092 LDR   L 00000npc^a22^^^^^^^^4500
000000092 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000092 911   L $$aPShKo-DNC-GVA-001$$cאוסף שוש קורמוש
000000092 351   L $$cFile Record
000000092 24510 H $$aקופסת תצלומים ותשלילים - גוונים במחול, 1991
000000092 BAS   L $$aVIS
000000092 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000092 OWN   L $$aNNL
000000092 STA   L $$aSUPPRESSED
000000093 FMT   L MX
000000093 LDR   L 00000npc^a22^^^^^^^^4500
000000093 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000093 911   L $$aPShKo-DNC-GVA-002$$cאוסף שוש קורמוש
000000093 351   L $$cFile Record
000000093 24510 H $$aתצלומי פורטרט - משתתפי 'גוונים במחול', 1 מתוך 4
000000093 BAS   L $$aVIS
000000093 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000093 OWN   L $$aNNL
000000093 STA   L $$aSUPPRESSED
000000094 FMT   L MX
000000094 LDR   L 00000npc^a22^^^^^^^^4500
000000094 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000094 911   L $$aPShKo-DNC-GVA-003$$cאוסף שוש קורמוש
000000094 351   L $$cFile Record
000000094 24510 H $$aתצלומי פורטרט - משתתפי 'גוונים במחול', 2 מתוך 4
000000094 BAS   L $$aVIS
000000094 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000094 OWN   L $$aNNL
000000094 STA   L $$aSUPPRESSED
000000095 FMT   L MX
000000095 LDR   L 00000npc^a22^^^^^^^^4500
000000095 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000095 911   L $$aPShKo-DNC-GVA-004$$cאוסף שוש קורמוש
000000095 351   L $$cFile Record
000000095 24510 H $$aתצלומי פורטרט - משתתפי 'גוונים במחול', 3 מתוך 4
000000095 BAS   L $$aVIS
000000095 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000095 OWN   L $$aNNL
000000095 STA   L $$aSUPPRESSED
000000096 FMT   L MX
000000096 LDR   L 00000npc^a22^^^^^^^^4500
000000096 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000096 911   L $$aPShKo-DNC-GVA-005$$cאוסף שוש קורמוש
000000096 351   L $$cFile Record
000000096 24510 H $$aתצלומי פורטרט - משתתפי 'גוונים במחול', 3 מתוך 4
000000096 BAS   L $$aVIS
000000096 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000096 OWN   L $$aNNL
000000096 STA   L $$aSUPPRESSED
000000097 FMT   L MX
000000097 LDR   L 00000npc^a22^^^^^^^^4500
000000097 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000097 911   L $$aPShKo-DNC-GVA-006$$cאוסף שוש קורמוש
000000097 351   L $$cFile Record
000000097 24510 H $$aתצלומי פורטרט - משתתפי 'גוונים במחול', 4 מתוך 4
000000097 BAS   L $$aVIS
000000097 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000097 OWN   L $$aNNL
000000097 STA   L $$aSUPPRESSED
000000098 FMT   L MX
000000098 LDR   L 00000npc^a22^^^^^^^^4500
000000098 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000098 911   L $$aPShKo-DNC-GVA-007$$cאוסף שוש קורמוש
000000098 351   L $$cFile Record
000000098 24510 H $$aתצלומים - צמד רקדניות, יצירה לא ידועה
000000098 BAS   L $$aVIS
000000098 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000098 OWN   L $$aNNL
000000098 STA   L $$aSUPPRESSED
000000099 FMT   L MX
000000099 LDR   L 00000npc^a22^^^^^^^^4500
000000099 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000099 911   L $$aPShKo-DNC-GVA-008$$cאוסף שוש קורמוש
000000099 351   L $$cFile Record
000000099 24510 H $$aתצלומים - רקדן ורקדנית, יצירה לא ידועה
000000099 BAS   L $$aVIS
000000099 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000099 OWN   L $$aNNL
000000099 STA   L $$aSUPPRESSED
000000100 FMT   L MX
000000100 LDR   L 00000npc^a22^^^^^^^^4500
000000100 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000100 911   L $$aPShKo-DNC-GVA-009$$cאוסף שוש קורמוש
000000100 351   L $$cFile Record
000000100 24510 H $$aתצלומים - רקדן ורקדנית, יצירה לא ידועה
000000100 BAS   L $$aVIS
000000100 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000100 OWN   L $$aNNL
000000100 STA   L $$aSUPPRESSED
000000101 FMT   L MX
000000101 LDR   L 00000npc^a22^^^^^^^^4500
000000101 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000101 911   L $$aPShKo-DNC-GVA-010$$cאוסף שוש קורמוש
000000101 351   L $$cFile Record
000000101 24510 H $$aתצלומים - רקדנים שונים, יצירות לא ידועות
000000101 BAS   L $$aVIS
000000101 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000101 OWN   L $$aNNL
000000101 STA   L $$aSUPPRESSED
000000102 FMT   L MX
000000102 LDR   L 00000npc^a22^^^^^^^^4500
000000102 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000102 911   L $$aPShKo-DNC-GVA-011$$cאוסף שוש קורמוש
000000102 351   L $$cFile Record
000000102 24510 H $$aתצלומים - רקדן ורקדנית, יצירה לא ידועה
000000102 BAS   L $$aVIS
000000102 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000102 OWN   L $$aNNL
000000102 STA   L $$aSUPPRESSED
000000103 FMT   L MX
000000103 LDR   L 00000npc^a22^^^^^^^^4500
000000103 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000103 911   L $$aPShKo-DNC-GVA-012$$cאוסף שוש קורמוש
000000103 351   L $$cFile Record
000000103 24510 H $$aתצלומים - רקדן ורקדנית, יצירה לא ידועה
000000103 BAS   L $$aVIS
000000103 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000103 OWN   L $$aNNL
000000103 STA   L $$aSUPPRESSED
000000104 FMT   L MX
000000104 LDR   L 00000npc^a22^^^^^^^^4500
000000104 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000104 911   L $$aPShKo-DNC-GVA-013$$cאוסף שוש קורמוש
000000104 351   L $$cFile Record
000000104 24510 H $$aתצלומים - רקדן ורקדנית, יצירה לא ידועה
000000104 BAS   L $$aVIS
000000104 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000104 OWN   L $$aNNL
000000104 STA   L $$aSUPPRESSED
000000105 FMT   L MX
000000105 LDR   L 00000npc^a22^^^^^^^^4500
000000105 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000105 911   L $$aPShKo-DNC-GVA-014$$cאוסף שוש קורמוש
000000105 351   L $$cFile Record
000000105 24510 H $$aתצלומים - רקדן ורקדנית, יצירה לא ידועה
000000105 BAS   L $$aVIS
000000105 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000105 OWN   L $$aNNL
000000105 STA   L $$aSUPPRESSED
000000106 FMT   L MX
000000106 LDR   L 00000npc^a22^^^^^^^^4500
000000106 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000106 911   L $$aPShKo-DNC-GVA-015$$cאוסף שוש קורמוש
000000106 351   L $$cFile Record
000000106 24510 H $$aתצלומים - קבוצת מחול, יצירה לא ידועה
000000106 BAS   L $$aVIS
000000106 999   L $$aARCHIVE$$bNOULI$$bNOOCLC
000000106 OWN   L $$aNNL
000000106 STA   L $$aSUPPRESSED
000000107 FMT   L MX
000000107 LDR   L 00000npc^a22^^^^^^^^4500
000000107 008   L 190707k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d
000000107 911   L $$aPShKo-DNC-GVA-016$$cאוסף שוש קורמוש
000000107 351   L $$cFile Record
000000107 24510 H $$aתצלומים - רקדן ורקדנית, יצירה לא ידועה
000000107 BAS   L $$aVIS
