911##a,911##c,351##c,LDR,008,24510a,BAS##a,999##a,999##b,999##b,FMT,OWN##a,STA##a
 PShAV -002 -002,שמוליק עצמון-וירצר,Series Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,שלושת השמוליקים - שנות ה 80,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -001,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,"עיתונות עברית - שלושת השמוליקים, 1980 -1982",VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -002,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,"עיתונות יידית- שלושת השמוליקים, 1980 -1982",VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -003,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,"עיתונות לועזית - שלושת השמוליקים
1980 -1982",VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -004,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,"עיתונות עברית - שלושת השמוליקים
 1983-1985",VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -005,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,"עיתונות עברית - שלושת השמוליקים
 1986-1989, 1997",VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -006,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,"עיתונות יידית - שלושת השמוליקים
1985-1989",VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -007,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,"עיתונות לועזית - שלושת השמוליקים
1989 -1984",VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -008,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,מערכונים - שלושת שמוליקים,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -009,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,מחברת מערכונים,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -010,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,תכניות ישראל - שלושת השמוליקים,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -011,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,תכניות בעולם - שלושת השמוליקים,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -012,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,"מכתבים - שלושת השמוליקים, שנות ה 80",VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -013,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,עלונים הבימה,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -014,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,ניתוח גרפולוגי,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -015,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,כרזה - שלושת השמוליקים,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -016,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,תצלומים - יצחק ברז,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -017,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,תצלומים - צלם לא ידוע,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -018,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,תצלומים - אנדרה ברוטמן,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -019,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,תצלומים - רוזנסקי,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -020,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,"תצלומים על רקע מסגרת, 1 מתוך 2",VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -021,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,"תצלומים על רקע מסגרת, 2 מתוך 2",VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -022,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,דפי קונטקט,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -023,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,קאנקורענטן',VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -024,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,מכתבים - שמואל עצמון וטום ארנהרט,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -025,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,חולפות - השמוליקים,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -026,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,מכתבים - תיאום הופעות,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -027,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,מסמכים מנהליים - שלושת השמוליקים,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -002 -028,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,סקיצות - השמוליקים,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -003,שמוליק עצמון-וירצר,Series Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,שלושת השמוליקים- וייסבאדן וגרמניה,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -003-001,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,תקציר הופעה בגרמנית,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -003-002,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,תקצירים - גרמנית וספרדית,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -003-004,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,חולפות - פסטיבל תיאטרון,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -003-005,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,חולפות - הופעות בגרמניה,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -003-006,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,תכנייה - וייסבאדן,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -003-007,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,תכנייה בינלאומית - הבימה,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -002 -003-008,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,כרזה - וייסבאדן,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003,שמוליק עצמון-וירצר,Fonds Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,תיאטרון היידישפיל,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-001,שמוליק עצמון-וירצר,Series Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,15 שנה ליידישפיל,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-001-001,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,עיתונות - 15 שנה ליידישפיל,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-001-002,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,תמלולים - 15 שנה ליידישפיל,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-001-003,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,קטעי הנחיה ורשימות - 15 שנה ליידישפיל,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-001-004,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,חולפות - 15 שנה ליידישפיל,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-001-005,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,מכתבים - 15 שנה ליידישפיל,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-002,שמוליק עצמון-וירצר,Series Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,עפרה אליגון 1988-1990,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-002-001,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,מכתבים חוג ידידים - עפרה אליגון,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-002-002,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,מכתבי תורמים - עפרה אליגון,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-002-003,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,מכתבי תודה והזמנות - עפרה אליגון,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-002-004,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,מכתבים בנוגע לשיתופי פעולה - עפרה אליגון,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-002-005,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,מכתבים עם שמואל עצמון - עפרה אליגון,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-002-006,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,רשימות בכתב יד - עפרה אליגון,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-002-007,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,רשימות מודפסות - עפרה אליגון,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-002-008,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,חולפות - עפרה אליגון,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-002-009,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,מסמכים - עפרה אליגון,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-003,שמוליק עצמון-וירצר,Series Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,תיאטרון החסד,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-003-001,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,מכתבים- תיאטרון החסד,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-003-002,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,עיתונות- תיאטרון החסד,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-003-003,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,תצלומים - תיאטרון החסד,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-003-004,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,דפי קונטקט - תיאטרון החסד,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-003-005,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,תמלול - תיאטרון החסד,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-004,שמוליק עצמון-וירצר,Series Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,שמוליק וענת,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-004- 001,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,תמלולים - שמוליק וענת,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-004- 002,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,עיתונות - שמוליק וענת,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-004- 003,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,כרטיס ברכה - שמוליק וענת,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-004- 004,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,"שמוליק וענת - תצלומים, 1 מתוך 4",VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-004- 005,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,"שמוליק וענת - תצלומים, 2 מתוך 4",VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-004- 006,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,"שמוליק וענת - תצלומים, 3 מתוך 4",VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-004- 007,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,"שמוליק וענת - תצלומים, 4 מתוך 4",VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-004- 008,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,שמוליק וענת - דפי קונטקט,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
 PShAV -003-004- 009,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,שמוליק וענת - עלון,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
PShAV -003-005,שמוליק עצמון-וירצר,Series Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,"תיאטרון יידישפיל- פרסים, אירועים ומופעים נוספים",VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
PShAV -003-005-001,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,קובץ כתבים ביידיש,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
PShAV -003-005-002,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,רשימות - תיאטרון היידישפיל,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
PShAV -003-005-003,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,שירים ביידיש,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
PShAV -003-005-004,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,מכתבים - תיאטרון היידישפיל,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
PShAV -003-005-005,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,תקציר חיי אברהם גולדפדן,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
PShAV -003-005-006,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,תמלול ראיון,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
PShAV -003-005-007,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,חולפות - תיאטרון היידישפיל,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
PShAV -003-005-008,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,סקיצת איור,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
PShAV -003-005-009,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,עיתונות - תיאטרון היידישפיל,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
PShAV -003-005-010,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,עיתונות באנגלית - תיאטרון היידישפיל,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
PShAV -003-005-011,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,דף קונטקט- תיאטרון הידיישפיל,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
PShAV -003-005-012,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,תצלומים - מפגש עם הנשיא הרצוג,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
PShAV -003-005-013,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,תצלומים - פורים שפיל,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
PShAV -003-005-014,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,תצלומים - פרס לרנר,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
PShAV -003-005-015,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,"תצלומים - אירוע תנועת של""מ",VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
PShAV -003-005-016,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,תצלומים - 'יאשה עגל',VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
PShAV -003-005-017,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,חוברת - פרס לרנר 1999,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
PShAV -003-005-018,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,חוברת - פרס לרנר 2000,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
PShAV -003-005-019,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,תצלומים - שמו הולך לפניו,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
PShAV -003-005-020,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,כרזה- 'די לעצטע ליבע',VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
PShAV -003-006,שמוליק עצמון-וירצר,Series Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,כתבים - תיאטרון היידישפיל,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
PShAV -003-006-001,שמוליק עצמון-וירצר,File Record,00000npc^a22^^^^^^^^4500,^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d,שירי יצחק מאנגר,VIS,ARCHIVE,NOULI,NOOCLC,MX,NNL,SUPPRESSED
